date,open,close,market,day
2015-11-17,330.36,335.09,4905260000,50
2015-11-18,334.59,334.59,4969330000,51
2015-11-19,334.68,326.15,4971880000,52
2015-11-20,326.41,322.02,4850170000,53
2015-11-21,322.09,326.93,4787340000,54
2015-11-22,326.98,324.54,4861340000,55
2015-11-23,324.35,323.05,4823700000,56
2015-11-24,323.01,320.05,4805160000,57
2015-11-25,320.05,328.21,4762230000,58
2015-11-26,328.3,352.68,4886330000,59
2015-11-27,351.86,358.04,5238500000,60
2015-11-28,357.14,357.38,5318300000,61
2015-11-29,357.47,371.29,5324610000,62
2015-11-30,371.44,377.32,5534000000,63
2015-12-01,377.41,362.49,5624580000,64
2015-12-02,361.85,359.19,5394070000,65
2015-12-03,359.33,361.05,5358040000,66
2015-12-04,361.26,363.18,5388110000,67
2015-12-05,363.72,388.95,5426180000,68
2015-12-06,389.56,388.78,5813290000,69
2015-12-07,389.98,395.54,5821140000,70
2015-12-08,395.75,415.56,5908810000,71
2015-12-09,414.44,417.56,6189620000,72
2015-12-10,417.99,415.48,6244360000,73
2015-12-11,415.28,451.94,6206150000,74
2015-12-12,452.33,435.0,6761730000,75
2015-12-13,431.66,433.75,6454430000,76
2015-12-14,433.27,444.18,6480070000,77
2015-12-15,443.88,465.32,6640850000,78
2015-12-16,465.21,454.93,6962090000,79
2015-12-17,454.78,456.08,6807850000,80
2015-12-18,455.85,463.62,6825640000,81
2015-12-19,463.55,462.32,6942950000,82
2015-12-20,462.23,442.69,6925030000,83
2015-12-21,442.84,438.64,6636280000,84
2015-12-22,437.44,436.57,6556960000,85
2015-12-23,436.72,442.4,6547850000,86
2015-12-24,443.09,454.99,6645120000,87
2015-12-25,454.86,455.65,6823120000,88
2015-12-26,455.76,417.27,6838480000,89
2015-12-27,416.51,422.82,6251440000,90
2015-12-28,423.34,422.28,6356100000,91
2015-12-29,422.1,432.98,6339010000,92
2015-12-30,433.3,426.62,6508960000,93
2015-12-31,425.88,430.57,6399190000,94
2016-01-01,430.72,434.33,6473530000,95
2016-01-02,434.62,433.44,6533630000,96
2016-01-03,433.58,430.01,6519500000,97
2016-01-04,430.06,433.09,6468180000,98
2016-01-05,433.07,431.96,6515380000,99
2016-01-06,431.86,429.11,6498830000,100
2016-01-07,430.01,458.05,6472580000,101
2016-01-08,457.54,453.23,6888600000,102
2016-01-09,453.38,447.61,6828000000,103
2016-01-10,448.24,447.99,6752210000,104
2016-01-11,448.7,448.43,6761090000,105
2016-01-12,448.18,435.69,6755220000,106
2016-01-13,434.67,432.37,6553350000,107
2016-01-14,432.29,430.31,6519110000,108
2016-01-15,430.25,364.33,6489870000,109
2016-01-16,365.07,387.54,5507790000,110
2016-01-17,387.15,382.3,5842270000,111
2016-01-18,381.73,387.17,5761940000,112
2016-01-19,387.03,380.15,5843510000,113
2016-01-20,379.74,420.23,5734760000,114
2016-01-21,419.63,410.26,6338800000,115
2016-01-22,409.75,382.49,6190940000,116
2016-01-23,382.43,387.49,5779890000,117
2016-01-24,388.1,402.97,5867300000,118
2016-01-25,402.32,391.73,6083900000,119
2016-01-26,392.0,392.15,5929520000,120
2016-01-27,392.44,394.97,5937780000,121
2016-01-28,395.15,380.29,5980180000,122
2016-01-29,380.11,379.47,5753970000,123
2016-01-30,378.87,378.25,5736760000,124
2016-01-31,378.29,368.77,5729870000,125
2016-02-01,369.35,373.06,5596090000,126
2016-02-02,372.92,374.45,5651690000,127
2016-02-03,374.65,369.95,5679530000,128
2016-02-04,370.17,389.59,5613380000,129
2016-02-05,388.9,386.55,5898960000,130
2016-02-06,386.59,376.52,5865740000,131
2016-02-07,376.51,376.62,5714760000,132
2016-02-08,376.76,373.45,5720100000,133
2016-02-09,373.42,376.03,5670880000,134
2016-02-10,376.15,381.65,5713880000,135
2016-02-11,382.11,379.65,5806110000,136
2016-02-12,379.69,384.26,5771040000,137
2016-02-13,384.64,391.86,5847990000,138
2016-02-14,392.93,407.23,5975580000,139
2016-02-15,407.57,400.19,6199850000,140
2016-02-16,401.43,407.49,6108040000,141
2016-02-17,407.66,416.32,6204150000,142
2016-02-18,416.57,422.37,6341430000,143
2016-02-19,422.73,420.79,6436980000,144
2016-02-20,421.6,437.16,6421310000,145
2016-02-21,437.77,438.8,6669260000,146
2016-02-22,438.99,437.75,6689200000,147
2016-02-23,438.25,420.74,6679400000,148
2016-02-24,420.96,424.95,6417190000,149
2016-02-25,425.04,424.54,6480650000,150
2016-02-26,424.63,432.15,6476080000,151
2016-02-27,432.84,432.52,6602810000,152
2016-02-28,432.57,433.5,6600310000,153
2016-02-29,433.44,437.7,6614980000,154
2016-03-01,437.92,435.12,6684800000,155
2016-03-02,435.13,423.99,6643810000,156
2016-03-03,423.91,421.65,6474150000,157
2016-03-04,421.84,410.94,6443890000,158
2016-03-05,410.78,400.57,6276610000,159
2016-03-06,400.52,407.71,6121400000,160
2016-03-07,407.76,414.32,6233430000,161
2016-03-08,414.46,413.97,6337370000,162
2016-03-09,413.89,414.86,6330230000,163
2016-03-10,414.74,417.13,6344960000,164
2016-03-11,417.24,421.69,6384740000,165
2016-03-12,421.61,411.62,6453260000,166
2016-03-13,411.65,414.06,6302330000,167
2016-03-14,414.2,416.44,6342780000,168
2016-03-15,416.39,416.83,6377870000,169
2016-03-16,416.89,417.01,6387190000,170
2016-03-17,417.89,420.62,6404130000,171
2016-03-18,420.55,409.55,6446330000,172
2016-03-19,409.26,410.44,6274790000,173
2016-03-20,410.4,413.75,6293610000,174
2016-03-21,413.42,413.31,6341380000,175
2016-03-22,413.13,418.09,6338430000,176
2016-03-23,418.16,418.04,6417130000,177
2016-03-24,418.42,416.39,6422730000,178
2016-03-25,416.51,417.18,6394850000,179
2016-03-26,417.37,417.94,6409500000,180
2016-03-27,418.14,426.76,6423040000,181
2016-03-28,426.55,424.23,6553700000,182
2016-03-29,424.3,416.52,6521010000,183
2016-03-30,416.83,414.82,6407840000,184
2016-03-31,415.26,416.73,6385140000,185
2016-04-01,416.76,417.96,6409540000,186
2016-04-02,418.42,420.87,6436700000,187
2016-04-03,421.17,420.9,6480470000,188
2016-04-04,421.3,421.44,6483910000,189
2016-04-05,421.02,424.03,6481350000,190
2016-04-06,424.28,423.41,6533260000,191
2016-04-07,423.62,422.75,6524680000,192
2016-04-08,422.91,420.35,6515190000,193
2016-04-09,420.81,419.41,6484410000,194
2016-04-10,419.59,421.56,6467330000,195
2016-04-11,421.87,422.48,6504290000,196
2016-04-12,422.84,425.19,6520870000,197
2016-04-13,425.63,423.73,6565470000,198
2016-04-14,423.94,424.28,6541030000,199
2016-04-15,424.43,429.71,6550350000,200
2016-04-16,429.57,430.57,6631310000,201
2016-04-17,430.64,427.4,6649170000,202
2016-04-18,427.61,428.59,6604150000,203
2016-04-19,428.7,435.51,6622450000,204
2016-04-20,435.32,441.39,6726370000,205
2016-04-21,441.42,449.43,6822320000,206
2016-04-22,449.69,445.74,6951860000,207
2016-04-23,445.86,450.28,6894280000,208
2016-04-24,450.56,458.56,6968570000,209
2016-04-25,459.12,461.43,7102490000,210
2016-04-26,461.65,466.09,7143060000,211
2016-04-27,466.26,444.69,7216190000,212
2016-04-28,445.04,449.01,6889170000,213
2016-04-29,449.41,455.1,6958330000,214
2016-04-30,455.18,448.32,7049460000,215
2016-05-01,448.48,451.88,6947430000,216
2016-05-02,451.93,444.67,7002610000,217
2016-05-03,444.73,450.3,6892690000,218
2016-05-04,450.18,446.72,6978950000,219
2016-05-05,446.71,447.98,6926990000,220
2016-05-06,447.94,459.6,6947800000,221
2016-05-07,459.64,458.54,7131120000,222
2016-05-08,458.43,458.55,7114060000,223
2016-05-09,458.21,460.48,7112510000,224
2016-05-10,460.52,450.89,7150370000,225
2016-05-11,450.86,452.73,7002230000,226
2016-05-12,452.45,454.77,7028330000,227
2016-05-13,454.85,455.67,7067270000,228
2016-05-14,455.82,455.67,7084100000,229
2016-05-15,455.76,457.57,7084760000,230
2016-05-16,457.59,454.16,7114740000,231
2016-05-17,454.01,453.78,7060730000,232
2016-05-18,453.69,454.62,7057390000,233
2016-05-19,454.52,438.71,7072090000,234
2016-05-20,437.79,442.68,6813080000,235
2016-05-21,442.97,443.19,6895230000,236
2016-05-22,443.22,439.32,6900700000,237
2016-05-23,439.35,444.15,6842470000,238
2016-05-24,444.29,445.98,6921460000,239
2016-05-25,446.06,449.6,6950690000,240
2016-05-26,449.67,453.38,7008500000,241
2016-05-27,453.52,473.46,7070010000,242
2016-05-28,473.03,530.04,7375780000,243
2016-05-29,527.48,526.23,8226500000,244
2016-05-30,528.47,533.86,8243960000,245
2016-05-31,534.19,531.39,8335100000,246
2016-06-01,531.11,536.92,8288680000,247
2016-06-02,536.51,537.97,8375000000,248
2016-06-03,537.68,569.19,8395070000,249
2016-06-04,569.71,572.73,8897080000,250
2016-06-05,573.31,574.98,8955060000,251
2016-06-06,574.6,585.54,8977700000,252
2016-06-07,585.45,576.6,9149580000,253
2016-06-08,577.17,581.64,9022250000,254
2016-06-09,582.2,574.63,9103080000,255
2016-06-10,575.84,577.47,9005920000,256
2016-06-11,578.67,606.73,9052360000,257
2016-06-12,609.68,672.78,9539850000,258
2016-06-13,671.65,704.38,10511900000,259
2016-06-14,704.5,685.56,11028900000,260
2016-06-15,685.68,694.47,10736600000,261
2016-06-16,696.52,766.31,10908900000,262
2016-06-17,768.49,748.91,12038900000,263
2016-06-18,748.76,756.23,11732600000,264
2016-06-19,756.69,763.78,11859800000,265
2016-06-20,763.93,737.23,11976700000,266
2016-06-21,735.88,666.65,11540000000,267
2016-06-22,665.91,596.12,10445300000,268
2016-06-23,597.44,623.98,9373190000,269
2016-06-24,625.58,665.3,9816730000,270
2016-06-25,665.28,665.12,10442000000,271
2016-06-26,665.93,629.37,10454900000,272
2016-06-27,629.35,655.27,9882840000,273
2016-06-28,658.1,647.0,10336800000,274
2016-06-29,644.12,639.89,10119600000,275
2016-06-30,640.59,673.34,10066400000,276
2016-07-01,672.51,676.3,10570600000,277
2016-07-02,676.73,703.7,10639600000,278
2016-07-03,704.97,658.66,11086100000,279
2016-07-04,658.8,683.66,10362700000,280
2016-07-05,683.21,670.63,10749100000,281
2016-07-06,670.42,677.33,10550300000,282
2016-07-07,678.09,640.56,10673400000,283
2016-07-08,640.69,666.52,10086900000,284
2016-07-09,666.38,650.96,10493800000,285
2016-07-10,650.6,649.36,10247300000,286
2016-07-11,648.48,647.66,10215200000,287
2016-07-12,648.28,664.55,10213100000,288
2016-07-13,664.8,654.47,10474500000,289
2016-07-14,652.92,658.08,10288400000,290
2016-07-15,659.17,663.25,10387900000,291
2016-07-16,663.78,660.77,10461700000,292
2016-07-17,661.99,679.46,10434700000,293
2016-07-18,679.81,673.11,10716800000,294
2016-07-19,672.74,672.86,10606500000,295
2016-07-20,672.81,665.68,10608600000,296
2016-07-21,665.23,665.01,10490300000,297
2016-07-22,664.92,650.62,10486600000,298
2016-07-23,650.73,655.56,10263700000,299
2016-07-24,655.41,661.28,10338600000,300
2016-07-25,661.26,654.1,10431900000,301
2016-07-26,654.23,651.78,10321900000,302
2016-07-27,651.63,654.35,10281900000,303
2016-07-28,654.49,655.03,10328100000,304
2016-07-29,655.11,656.99,10338900000,305
2016-07-30,657.01,655.05,10370100000,306
2016-07-31,655.1,624.68,10340900000,307
2016-08-01,624.6,606.27,9860620000,308
2016-08-02,606.4,547.47,9574320000,309
2016-08-03,548.66,566.36,8663670000,310
2016-08-04,566.33,578.29,8943870000,311
2016-08-05,578.28,575.04,9133690000,312
2016-08-06,575.03,587.78,9083510000,313
2016-08-07,587.77,592.69,9285940000,314
2016-08-08,592.74,591.05,9365440000,315
2016-08-09,591.04,587.8,9339660000,316
2016-08-10,587.65,592.1,9286960000,317
2016-08-11,592.12,589.12,9358770000,318
2016-08-12,588.8,587.56,9307250000,319
2016-08-13,587.36,585.59,9285530000,320
2016-08-14,585.59,570.47,9258730000,321
2016-08-15,570.49,567.24,9021180000,322
2016-08-16,567.24,577.44,8970770000,323
2016-08-17,577.76,573.22,9138030000,324
2016-08-18,573.71,574.32,9074760000,325
2016-08-19,574.34,575.63,9085820000,326
2016-08-20,576.08,581.7,9114500000,327
2016-08-21,581.94,581.31,9208210000,328
2016-08-22,581.31,586.75,9199410000,329
2016-08-23,586.77,583.41,9286930000,330
2016-08-24,583.41,580.18,9234800000,331
2016-08-25,580.18,577.76,9184700000,332
2016-08-26,577.75,579.65,9147170000,333
2016-08-27,579.45,569.95,9174990000,334
2016-08-28,569.83,573.91,9023610000,335
2016-08-29,574.07,574.11,9091830000,336
2016-08-30,574.11,577.5,9093530000,337
2016-08-31,577.59,575.47,9149730000,338
2016-09-01,575.55,572.3,9118280000,339
2016-09-02,572.41,575.54,9069550000,340
2016-09-03,575.55,598.21,9120440000,341
2016-09-04,598.59,608.63,9486370000,342
2016-09-05,608.99,606.59,9652490000,343
2016-09-06,606.51,610.44,9614140000,344
2016-09-07,610.57,614.54,9679610000,345
2016-09-08,614.63,626.32,9745120000,346
2016-09-09,626.35,622.86,9931980000,347
2016-09-10,622.93,623.51,9878730000,348
2016-09-11,623.42,606.72,9887780000,349
2016-09-12,607.0,608.24,9628560000,350
2016-09-13,608.02,609.24,9645930000,351
2016-09-14,608.84,610.68,9660080000,352
2016-09-15,610.59,607.15,9688940000,353
2016-09-16,607.25,606.97,9637020000,354
2016-09-17,607.22,605.98,9637600000,355
2016-09-18,606.28,609.87,9623950000,356
2016-09-19,609.87,609.23,9681960000,357
2016-09-20,609.25,608.31,9673140000,358
2016-09-21,603.59,597.15,9584260000,359
2016-09-22,597.28,596.3,9485280000,360
2016-09-23,596.2,602.84,9469130000,361
2016-09-24,602.96,602.63,9577520000,362
2016-09-25,602.75,600.83,9575360000,363
2016-09-26,600.81,608.04,9545830000,364
2016-09-27,608.02,606.17,9661590000,365
2016-09-28,606.24,604.73,9634530000,366
2016-09-29,605.02,605.69,9616160000,367
2016-09-30,605.72,609.74,9628250000,368
2016-10-01,609.93,613.98,9696280000,369
2016-10-02,613.95,610.89,9761330000,370
2016-10-03,610.97,612.13,9714980000,371
2016-10-04,612.05,610.2,9733330000,372
2016-10-05,610.22,612.51,9705320000,373
2016-10-06,612.47,613.02,9742370000,374
2016-10-07,612.61,617.12,9745740000,375
2016-10-08,617.34,619.11,9822100000,376
2016-10-09,619.17,616.75,9852480000,377
2016-10-10,616.82,618.99,9816270000,378
2016-10-11,619.24,641.07,9855650000,379
2016-10-12,640.87,636.19,10201000000,380
2016-10-13,636.03,636.79,10125100000,381
2016-10-14,637.01,640.38,10141600000,382
2016-10-15,640.31,638.65,10195200000,383
2016-10-16,639.08,641.63,10176800000,384
2016-10-17,641.82,639.19,10221300000,385
2016-10-18,639.41,637.96,10184000000,386
2016-10-19,638.13,630.52,10164800000,387
2016-10-20,630.66,630.86,10046700000,388
2016-10-21,630.83,632.83,10050300000,389
2016-10-22,633.14,657.29,10088400000,390
2016-10-23,657.62,657.07,10479700000,391
2016-10-24,657.16,653.76,10473500000,392
2016-10-25,654.0,657.59,10424300000,393
2016-10-26,657.68,678.3,10484000000,394
2016-10-27,678.21,688.31,10812500000,395
2016-10-28,688.0,689.65,10969800000,396
2016-10-29,690.29,714.48,11007600000,397
2016-10-30,714.12,701.86,11388800000,398
2016-10-31,702.64,700.97,11207200000,399
2016-11-01,701.34,729.79,11187700000,400
2016-11-02,730.07,740.83,11647200000,401
2016-11-03,742.35,688.7,11844300000,402
2016-11-04,689.12,703.24,10996400000,403
2016-11-05,703.52,703.42,11227200000,404
2016-11-06,703.81,711.52,11233000000,405
2016-11-07,710.74,703.13,11344800000,406
2016-11-08,703.09,709.85,11224000000,407
2016-11-09,709.83,723.27,11333000000,408
2016-11-10,722.84,715.53,11542100000,409
2016-11-11,715.55,716.41,11427200000,410
2016-11-12,716.75,705.05,11447700000,411
2016-11-13,705.2,702.03,11264500000,412
2016-11-14,702.0,705.02,11214600000,413
2016-11-15,705.79,711.62,11283400000,414
2016-11-16,711.17,744.2,11370700000,415
2016-11-17,744.88,740.98,11911300000,416
2016-11-18,740.71,751.59,11846000000,417
2016-11-19,751.83,751.62,12025400000,418
2016-11-20,751.88,731.03,12027500000,419
2016-11-21,731.26,739.25,11698900000,420
2016-11-22,739.64,751.35,11834200000,421
2016-11-23,751.74,744.59,12029000000,422
2016-11-24,744.62,740.29,11916500000,423
2016-11-25,740.44,741.65,11851100000,424
2016-11-26,741.51,735.38,11869600000,425
2016-11-27,735.44,732.03,11773800000,426
2016-11-28,732.48,735.81,11727800000,427
2016-11-29,736.33,735.6,11790900000,428
2016-11-30,736.28,745.69,11791600000,429
2016-12-01,746.05,756.77,11949200000,430
2016-12-02,757.54,777.94,12134800000,431
2016-12-03,778.25,771.15,12467800000,432
2016-12-04,771.64,773.87,12363600000,433
2016-12-05,773.39,758.7,12393100000,434
2016-12-06,758.72,764.22,12159400000,435
2016-12-07,764.21,768.13,12248900000,436
2016-12-08,768.08,770.81,12312500000,437
2016-12-09,769.94,772.79,12344000000,438
2016-12-10,773.02,774.65,12394500000,439
2016-12-11,774.75,769.73,12423600000,440
2016-12-12,770.04,780.09,12349800000,441
2016-12-13,780.65,780.56,12521500000,442
2016-12-14,780.0,781.48,12512900000,443
2016-12-15,780.07,778.09,12511700000,444
2016-12-16,778.96,784.91,12498800000,445
2016-12-17,785.17,790.83,12599600000,446
2016-12-18,791.01,790.53,12694800000,447
2016-12-19,790.69,792.71,12691100000,448
2016-12-20,792.25,800.88,12717600000,449
2016-12-21,800.64,834.28,12853700000,450
2016-12-22,834.18,864.54,13393800000,451
2016-12-23,864.89,921.98,13888600000,452
2016-12-24,922.18,898.82,14810300000,453
2016-12-25,899.65,896.18,14450100000,454
2016-12-26,896.9,907.61,14407800000,455
2016-12-27,908.35,933.2,14593300000,456
2016-12-28,934.83,975.92,15020500000,457
2016-12-29,975.13,973.5,15670000000,458
2016-12-30,972.53,961.24,15630200000,459
2016-12-31,960.63,963.74,15440700000,460
2017-01-01,963.66,998.33,15491200000,461
2017-01-02,998.62,1021.75,16055100000,462
2017-01-03,1021.6,1043.84,16426600000,463
2017-01-04,1044.4,1154.73,16795400000,464
2017-01-05,1156.73,1013.38,18604000000,465
2017-01-06,1014.24,902.2,16314100000,466
2017-01-07,903.49,908.59,14534400000,467
2017-01-08,908.17,911.2,14611400000,468
2017-01-09,913.24,902.83,14694900000,469
2017-01-10,902.44,907.68,14522600000,470
2017-01-11,908.12,777.76,14615700000,471
2017-01-12,775.18,804.83,12477600000,472
2017-01-13,803.74,823.98,12939100000,473
2017-01-14,825.14,818.41,13285200000,474
2017-01-15,818.14,821.8,13174300000,475
2017-01-16,821.78,831.53,13234600000,476
2017-01-17,830.95,907.94,13383900000,477
2017-01-18,909.37,886.62,14648900000,478
2017-01-19,888.34,899.07,14311700000,479
2017-01-20,898.17,895.03,14472100000,480
2017-01-21,895.55,921.79,14432000000,481
2017-01-22,922.21,924.67,14863600000,482
2017-01-23,925.5,921.01,14918800000,483
2017-01-24,910.68,892.69,14681400000,484
2017-01-25,891.92,901.54,14380700000,485
2017-01-26,902.39,917.59,14551200000,486
2017-01-27,918.36,919.75,14810400000,487
2017-01-28,919.81,921.59,14835800000,488
2017-01-29,922.07,919.5,14874000000,489
2017-01-30,920.15,920.38,14844900000,490
2017-01-31,920.96,970.4,14859700000,491
2017-02-01,970.94,989.02,15667900000,492
2017-02-02,990.0,1011.8,15977800000,493
2017-02-03,1011.46,1029.91,16326100000,494
2017-02-04,1031.33,1042.9,16648800000,495
2017-02-05,1043.52,1027.34,16847400000,496
2017-02-06,1028.4,1038.15,16605400000,497
2017-02-07,1040.14,1061.35,16796600000,498
2017-02-08,1062.32,1063.07,17156700000,499
2017-02-09,1064.7,994.38,17197100000,500
2017-02-10,995.63,988.67,16083600000,501
2017-02-11,988.9,1004.45,15976700000,502
2017-02-12,1003.52,999.18,16214700000,503
2017-02-13,998.88,990.64,16141500000,504
2017-02-14,991.74,1004.55,16028000000,505
2017-02-15,1006.21,1007.48,16264100000,506
2017-02-16,1007.65,1027.44,16289100000,507
2017-02-17,1026.12,1046.21,16589600000,508
2017-02-18,1049.21,1054.42,16964800000,509
2017-02-19,1054.76,1047.87,17056600000,510
2017-02-20,1048.69,1079.98,16960200000,511
2017-02-21,1079.28,1115.3,17456900000,512
2017-02-22,1114.8,1117.44,18033400000,513
2017-02-23,1117.27,1166.72,18075200000,514
2017-02-24,1172.71,1173.68,18974400000,515
2017-02-25,1170.41,1143.84,18939500000,516
2017-02-26,1144.27,1165.2,18518900000,517
2017-02-27,1163.78,1179.97,18837300000,518
2017-02-28,1180.72,1179.97,19113600000,519
2017-03-01,1180.04,1222.5,19104800000,520
2017-03-02,1224.68,1251.01,19829800000,521
2017-03-03,1250.71,1274.99,20253700000,522
2017-03-04,1277.43,1255.15,20688800000,523
2017-03-05,1254.29,1267.12,20316000000,524
2017-03-06,1267.47,1272.83,20531900000,525
2017-03-07,1273.21,1223.54,20627100000,526
2017-03-08,1223.23,1150.0,19819800000,527
2017-03-09,1150.35,1188.49,18640900000,528
2017-03-10,1189.36,1116.72,19275300000,529
2017-03-11,1116.32,1175.83,18093700000,530
2017-03-12,1176.62,1221.38,19073300000,531
2017-03-13,1221.78,1231.92,19807700000,532
2017-03-14,1232.16,1240.0,19978200000,533
2017-03-15,1240.16,1249.61,20110400000,534
2017-03-16,1251.33,1187.81,20293700000,535
2017-03-17,1180.16,1100.23,19141800000,536
2017-03-18,1099.69,973.82,17838700000,537
2017-03-19,976.73,1036.74,15846000000,538
2017-03-20,1037.24,1054.23,16829800000,539
2017-03-21,1055.36,1120.54,17125600000,540
2017-03-22,1120.65,1049.14,18187100000,541
2017-03-23,1050.05,1038.59,17043400000,542
2017-03-24,1038.45,937.52,16857000000,543
2017-03-25,936.54,972.78,15204800000,544
2017-03-26,974.01,966.73,15814800000,545
2017-03-27,972.05,1045.77,15785000000,546
2017-03-28,1044.58,1047.15,16964500000,547
2017-03-29,1046.08,1039.97,16990900000,548
2017-03-30,1042.21,1026.43,16929800000,549
2017-03-31,1026.64,1071.79,16679000000,550
2017-04-01,1071.71,1080.5,17413000000,551
2017-04-02,1080.61,1102.17,17559400000,552
2017-04-03,1102.95,1143.81,17924600000,553
2017-04-04,1145.52,1133.25,18619000000,554
2017-04-05,1134.14,1124.78,18435700000,555
2017-04-06,1125.81,1182.68,18302600000,556
2017-04-07,1178.94,1176.9,19168500000,557
2017-04-08,1172.65,1175.95,19068600000,558
2017-04-09,1176.57,1187.87,19134400000,559
2017-04-10,1187.3,1187.13,19311200000,560
2017-04-11,1187.46,1205.01,19316000000,561
2017-04-12,1204.81,1200.37,19600800000,562
2017-04-13,1201.02,1169.28,19541300000,563
2017-04-14,1170.33,1167.54,19043800000,564
2017-04-15,1167.3,1172.52,18996500000,565
2017-04-16,1172.61,1182.94,19085100000,566
2017-04-17,1183.25,1193.91,19260500000,567
2017-04-18,1193.77,1211.67,19433800000,568
2017-04-19,1212.13,1210.29,19734800000,569
2017-04-20,1211.08,1229.08,19719900000,570
2017-04-21,1229.42,1222.05,20020700000,571
2017-04-22,1222.71,1231.71,19913900000,572
2017-04-23,1231.92,1207.21,20066200000,573
2017-04-24,1209.63,1250.15,19705400000,574
2017-04-25,1250.45,1265.49,20372300000,575
2017-04-26,1265.99,1281.08,20627900000,576
2017-04-27,1281.88,1317.73,20889200000,577
2017-04-28,1317.74,1316.48,21476000000,578
2017-04-29,1317.84,1321.79,21479800000,579
2017-04-30,1321.87,1347.89,21548400000,580
2017-05-01,1348.3,1421.6,21981800000,581
2017-05-02,1421.03,1452.82,23170200000,582
2017-05-03,1453.78,1490.09,23707100000,583
2017-05-04,1490.72,1537.67,24311900000,584
2017-05-05,1540.87,1555.45,25133100000,585
2017-05-06,1556.81,1578.8,25395600000,586
2017-05-07,1579.47,1596.71,25768500000,587
2017-05-08,1596.92,1723.35,26056500000,588
2017-05-09,1723.89,1755.36,28132200000,589
2017-05-10,1756.52,1787.13,28668100000,590
2017-05-11,1780.37,1848.57,29060600000,591
2017-05-12,1845.76,1724.24,30131100000,592
2017-05-13,1723.12,1804.91,28132300000,593
2017-05-14,1800.86,1808.91,29405100000,594
2017-05-15,1808.44,1738.43,29532600000,595
2017-05-16,1741.7,1734.45,28446300000,596
2017-05-17,1726.73,1839.09,28204800000,597
2017-05-18,1818.7,1888.65,29710500000,598
2017-05-19,1897.37,1987.71,30999000000,599
2017-05-20,1984.24,2084.73,32422400000,600
2017-05-21,2067.03,2041.2,33779400000,601
2017-05-22,2043.19,2173.4,33393600000,602
2017-05-23,2191.56,2320.42,35822600000,603
2017-05-24,2321.37,2443.64,37949200000,604
2017-05-25,2446.24,2304.98,39995400000,605
2017-05-26,2320.89,2202.42,37950600000,606
2017-05-27,2196.27,2038.87,35917100000,607
2017-05-28,2054.08,2155.8,33595900000,608
2017-05-29,2159.43,2255.61,35323500000,609
2017-05-30,2255.36,2175.47,36897000000,610
2017-05-31,2187.19,2286.41,35786700000,611
2017-06-01,2288.33,2407.88,37446200000,612
2017-06-02,2404.03,2488.55,39344600000,613
2017-06-03,2493.72,2515.35,40817100000,614
2017-06-04,2547.79,2511.81,41708200000,615
2017-06-05,2512.4,2686.81,41133900000,616
2017-06-06,2690.84,2863.2,44061000000,617
2017-06-07,2869.38,2732.16,46989800000,618
2017-06-08,2720.49,2805.62,44557100000,619
2017-06-09,2807.44,2823.81,45987100000,620
2017-06-10,2828.14,2947.71,46331400000,621
2017-06-11,2942.41,2958.11,48208700000,622
2017-06-12,2953.22,2659.63,48391200000,623
